user_id,item_id,category_id,merchant_id,brand_id,time_stamp,action_type
699,860,1238,3491,3969,602,0
80571,822,407,4064,3424,528,0
286395,802,1075,2692,6343,718,0
286395,802,1075,2692,6343,718,0
299964,850,1397,3677,5434,630,0
391356,880,833,173,4509,704,0
78012,866,1213,4255,1573,1030,0
78012,866,1213,4255,1573,1030,0
78012,866,1213,4255,1573,1030,2
82620,802,1075,2692,6343,710,0
302781,954,407,4818,7606,602,0
237501,889,1591,2993,5762,928,0
237501,889,1591,2993,5762,927,0
237501,889,1591,2993,5762,927,0
404925,812,177,318,4275,514,2
419517,826,737,1078,8099,708,0
419517,826,737,1078,8099,710,0
188862,862,1389,1393,4705,1106,0
144831,862,1389,1393,4705,918,0
163263,862,1389,1393,4705,1109,0
373440,867,656,2116,7334,1111,0
375744,866,1213,4255,1573,713,2
375744,866,1213,4255,1573,713,0
101313,867,656,2116,7334,1111,0
36033,866,1213,4255,1573,814,0
79809,866,1213,4255,1573,813,0
28353,866,1213,4255,1573,710,0
28353,866,1213,4255,1573,710,0
28353,866,1213,4255,1573,710,2
28353,866,1213,4255,1573,710,0
28353,866,1213,4255,1573,710,0
28353,866,1213,4255,1573,710,0
28353,866,1213,4255,1573,710,0
28353,866,1213,4255,1573,710,0
68034,867,656,2116,7334,1108,0
211650,802,1075,2692,6343,729,0
295107,866,1213,4255,1573,814,2
169923,857,1112,1110,2187,1011,0
169923,857,1112,1110,2187,1011,3
169923,857,1112,1110,2187,1011,0
139971,916,563,3462,2997,711,3
97731,826,737,1078,8099,719,0
41412,909,662,461,1859,919,0
238788,866,1213,4255,1573,810,2
238788,866,1213,4255,1573,810,3
238788,866,1213,4255,1573,810,0
238788,866,1213,4255,1573,810,2
238788,866,1213,4255,1573,813,0
56004,859,555,2099,4264,1111,0
161220,825,662,3990,5644,918,0
173253,801,180,4571,4290,1110,0
181701,874,614,67,7533,521,0
203205,826,737,1078,8099,812,0
203205,826,737,1078,8099,813,2
203205,826,737,1078,8099,813,0
203205,826,737,1078,8099,813,0
203205,826,737,1078,8099,813,0
77253,950,120,111,5659,608,0
293829,951,266,4525,4778,710,0
232134,866,1213,4255,1573,710,0
136902,916,563,3462,2997,709,2
136902,916,563,3462,2997,709,3
96966,954,407,4818,7606,707,2
96966,954,407,4818,7606,707,0
96966,954,407,4818,7606,707,0
293574,866,1213,4255,1573,814,0
293574,866,1213,4255,1573,814,0
293574,866,1213,4255,1573,814,0
293574,866,1213,4255,1573,814,0
293574,866,1213,4255,1573,814,2
293574,866,1213,4255,1573,1102,0
367815,825,662,3990,5644,813,0
40647,866,1213,4255,1573,815,0
40647,866,1213,4255,1573,815,0
40647,866,1213,4255,1573,815,2
40647,866,1213,4255,1573,815,2
40647,866,1213,4255,1573,815,2
40647,866,1213,4255,1573,815,2
40647,866,1213,4255,1573,815,0
40647,866,1213,4255,1573,815,0
16071,826,737,1078,8099,622,0
299208,866,1213,4255,1573,813,2
315336,866,1213,4255,1573,813,0
86472,891,898,983,5508,712,0
259017,891,898,983,5508,616,0
90825,825,662,3990,5644,824,0
247242,916,563,3462,2997,706,0
339402,862,1389,1393,4705,828,0
339402,862,1389,1393,4705,1029,0
339402,862,1389,1393,4705,813,0
91338,857,1112,1110,2187,605,0
209355,876,267,4644,8235,1111,0
209355,876,267,4644,8235,1111,2
180684,866,1213,4255,1573,830,0
180684,866,1213,4255,1573,830,0
197580,806,662,4509,4365,830,0
214476,866,1213,4255,1573,712,2
18636,866,1213,4255,1573,807,0
85452,910,1401,3042,1579,805,0
7629,825,662,3990,5644,901,0
148941,866,1213,4255,1573,818,0
148941,866,1213,4255,1573,818,0
148941,866,1213,4255,1573,818,0
148941,866,1213,4255,1573,822,0
148941,866,1213,4255,1573,818,2
220365,880,833,173,4509,525,0
298446,891,898,983,5508,714,3
155598,866,1213,4255,1573,710,2
155598,866,1213,4255,1573,710,0
155598,866,1213,4255,1573,711,0
155598,866,1213,4255,1573,711,0
318927,802,1075,2692,6343,725,0
387279,866,1213,4255,1573,813,0
387279,866,1213,4255,1573,817,2
387279,866,1213,4255,1573,817,0
387279,866,1213,4255,1573,817,0
321999,857,1112,1110,2187,729,0
196047,862,1389,1393,4705,1111,2
196047,862,1389,1393,4705,1111,0
196047,862,1389,1393,4705,1111,0
333519,916,563,3462,2997,706,0
333519,916,563,3462,2997,706,2
27087,916,563,3462,2997,903,0
104400,945,639,2170,4192,1111,0
251856,913,1656,390,6156,929,0
125136,866,1213,4255,1573,1111,0
152016,866,1213,4255,1573,813,0
152016,866,1213,4255,1573,711,0
27600,857,1112,1110,2187,626,0
239313,916,563,3462,2997,1003,0
239313,916,563,3462,2997,1003,2
239313,916,563,3462,2997,1003,0
239313,916,563,3462,2997,1003,0
311505,953,1505,974,3738,912,0
120273,956,302,1324,2384,524,0
324306,866,1213,4255,1573,819,0
324306,866,1213,4255,1573,817,2
324306,866,1213,4255,1573,817,0
324306,866,1213,4255,1573,817,0
324306,866,1213,4255,1573,817,0
69330,866,1213,4255,1573,711,2
69330,866,1213,4255,1573,711,0
69330,866,1213,4255,1573,730,0
69330,866,1213,4255,1573,813,0
69330,866,1213,4255,1573,813,0
69330,866,1213,4255,1573,908,0
69330,866,1213,4255,1573,813,2
69330,866,1213,4255,1573,718,0
69330,866,1213,4255,1573,814,0
69330,866,1213,4255,1573,715,0
69330,866,1213,4255,1573,817,0
69330,866,1213,4255,1573,905,0
69330,866,1213,4255,1573,816,0
69330,866,1213,4255,1573,828,0
206034,857,1112,1110,2187,829,3
409299,920,1213,4459,6441,1111,0
282579,958,1098,1407,2833,1031,0
107988,826,737,1078,8099,821,0
263124,866,1213,4255,1573,711,2
355284,862,1389,1393,4705,1007,0
374229,829,1188,2476,3205,1111,0
374229,829,1188,2476,3205,1111,0
374229,829,1188,2476,3205,1111,0
191445,862,1389,1393,4705,1005,0
351189,958,1098,1407,2833,1111,0
101334,867,656,2116,7334,1111,2
101334,867,656,2116,7334,1111,0
101334,867,656,2116,7334,1111,0
101334,867,656,2116,7334,1111,0
101334,867,656,2116,7334,1111,0
49110,866,1213,4255,1573,723,0
116694,870,662,202,7614,821,0
260310,853,1238,232,7479,1029,0
271062,958,1098,1407,2833,819,0
389847,866,1213,4255,1573,712,0
389847,866,1213,4255,1573,712,0
389847,866,1213,4255,1573,712,2
389847,866,1213,4255,1573,712,0
389847,866,1213,4255,1573,712,0
389847,866,1213,4255,1573,712,0
389847,866,1213,4255,1573,712,0
389847,866,1213,4255,1573,712,0
389847,866,1213,4255,1573,712,0
406743,916,563,3462,2997,706,0
219351,866,1213,4255,1573,902,0
90327,857,1112,1110,2187,730,0
355287,809,308,3058,8473,1111,2
355287,809,308,3058,8473,1111,0
355287,809,308,3058,8473,1110,0
355287,809,308,3058,8473,1110,0
355287,809,308,3058,8473,1109,0
388824,916,563,3462,2997,706,2
325848,870,662,202,7614,804,0
260568,821,389,471,3431,1104,0
13272,862,1389,1393,4705,1010,0
13272,862,1389,1393,4705,1010,0
13272,862,1389,1393,4705,1010,3
159192,919,1467,2217,3012,1104,0
159192,919,1467,2217,3012,1104,0
189657,880,833,173,4509,604,0
189657,880,833,173,4509,604,0
189657,880,833,173,4509,604,3
397785,891,898,983,5508,802,0
36570,809,308,3058,8473,1107,0
373467,831,1188,4441,7243,1111,0
373467,831,1188,4441,7243,1111,0
373467,831,1188,4441,7243,1111,0
373467,831,1188,4441,7243,1111,0
373467,831,1188,4441,7243,1111,0
373467,831,1188,4441,7243,1111,0
373467,831,1188,4441,7243,1111,0
373467,831,1188,4441,7243,1111,0
373467,831,1188,4441,7243,1111,0
373467,831,1188,4441,7243,1111,0
401115,958,1098,1407,2833,1031,0
273627,870,662,202,7614,816,0
423387,891,898,983,5508,617,0
293595,822,407,4064,3424,605,2
293595,822,407,4064,3424,605,0
293595,822,407,4064,3424,605,0
293595,822,407,4064,3424,605,0
293595,822,407,4064,3424,607,0
293595,822,407,4064,3424,607,0
284892,866,1213,4255,1573,825,0
284892,866,1213,4255,1573,710,2
319197,866,1213,4255,1573,916,0
319197,866,1213,4255,1573,916,0
319197,866,1213,4255,1573,916,0
319197,866,1213,4255,1573,916,0
319197,866,1213,4255,1573,916,0
319197,866,1213,4255,1573,916,0
319197,866,1213,4255,1573,916,0
319197,866,1213,4255,1573,916,2
319197,866,1213,4255,1573,916,0
319197,866,1213,4255,1573,916,2
287709,862,1389,1393,4705,1004,0
287709,862,1389,1393,4705,1004,0
287709,862,1389,1393,4705,1005,0
249054,862,1389,1393,4705,1111,0
90846,866,1213,4255,1573,802,0
96222,826,737,1078,8099,612,0
96222,826,737,1078,8099,612,0
232671,866,1213,4255,1573,1017,0
232671,866,1213,4255,1573,1009,0
232671,866,1213,4255,1573,713,0
232671,866,1213,4255,1573,713,2
232671,866,1213,4255,1573,713,0
232671,866,1213,4255,1573,713,0
232671,866,1213,4255,1573,713,0
232671,866,1213,4255,1573,713,0
232671,866,1213,4255,1573,729,0
232671,866,1213,4255,1573,729,0
267231,866,1213,4255,1573,906,0
5343,866,1213,4255,1573,710,2
312288,825,662,3990,5644,1102,0
324576,866,1213,4255,1573,828,0
324576,866,1213,4255,1573,828,0
344544,857,1112,1110,2187,1018,0
232929,866,1213,4255,1573,716,0
368097,825,662,3990,5644,814,0
58593,866,1213,4255,1573,710,2
33762,839,1095,606,376,928,0
191715,826,737,1078,8099,809,0
191715,826,737,1078,8099,809,0
191715,826,737,1078,8099,809,3
191715,826,737,1078,8099,809,0
69603,891,898,983,5508,617,0
69603,891,898,983,5508,617,0
69603,891,898,983,5508,617,0
69603,891,898,983,5508,617,0
69603,891,898,983,5508,617,0
69603,891,898,983,5508,617,0
69603,891,898,983,5508,617,0
69603,891,898,983,5508,617,0
135651,891,898,983,5508,725,0
265188,857,1112,1110,2187,819,0
414948,826,737,1078,8099,530,0
414948,826,737,1078,8099,531,0
28644,870,662,202,7614,716,0
367845,866,1213,4255,1573,719,0
367845,866,1213,4255,1573,719,0
367845,866,1213,4255,1573,719,0
183525,862,1389,1393,4705,1023,0
397797,866,1213,4255,1573,711,2
375270,837,36,3560,2446,913,0
375270,837,36,3560,2446,913,2
323046,802,1075,2692,6343,808,3
323046,802,1075,2692,6343,803,0
395238,866,1213,4255,1573,711,0
395238,866,1213,4255,1573,711,0
395238,866,1213,4255,1573,711,0
395238,866,1213,4255,1573,711,2
308199,891,898,983,5508,617,0
225255,960,35,4811,127,914,0
384744,866,1213,4255,1573,813,2
384744,866,1213,4255,1573,813,2
384744,866,1213,4255,1573,813,0
384744,866,1213,4255,1573,822,0
266472,865,464,3637,5530,1101,0
300777,857,1112,1110,2187,926,0
300777,857,1112,1110,2187,926,0
392682,866,1213,4255,1573,710,2
392682,866,1213,4255,1573,710,0
392682,866,1213,4255,1573,710,0
392682,866,1213,4255,1573,710,0
211434,862,1389,1393,4705,831,0
173547,867,656,2116,7334,1108,0
49899,825,662,3990,5644,822,0
49899,825,662,3990,5644,1111,0
181995,870,662,202,7614,724,0
316395,958,1098,1407,2833,1101,0
340971,891,898,983,5508,613,0
262380,954,407,4818,7606,523,0
411372,862,1389,1393,4705,914,0
182253,867,656,2116,7334,1031,0
182253,862,1389,1393,4705,823,0
209901,867,656,2116,7334,1106,0
348141,825,662,3990,5644,825,3
348141,825,662,3990,5644,825,0
52974,838,1553,4061,3509,1110,3
150510,926,748,1473,5496,1030,0
353262,826,737,1078,8099,709,3
353262,826,737,1078,8099,709,0
261615,866,1213,4255,1573,814,0
5871,867,656,2116,7334,1111,0
5871,867,656,2116,7334,1111,2
5871,867,656,2116,7334,1110,0
202479,866,1213,4255,1573,824,2
202479,866,1213,4255,1573,824,0
202479,866,1213,4255,1573,824,0
202479,866,1213,4255,1573,824,0
202479,866,1213,4255,1573,824,0
202479,866,1213,4255,1573,814,0
202479,866,1213,4255,1573,825,0
202479,866,1213,4255,1573,811,0
202479,866,1213,4255,1573,811,0
202479,866,1213,4255,1573,811,0
202479,866,1213,4255,1573,811,2
270063,866,1213,4255,1573,731,0
270063,866,1213,4255,1573,731,2
211695,866,1213,4255,1573,830,0
373488,891,898,983,5508,804,0
262128,903,1157,4715,6193,1111,0
262128,903,1157,4715,6193,1111,0
262128,903,1157,4715,6193,1111,0
401136,862,1389,1393,4705,917,0
371697,825,662,3990,5644,1111,0
371697,825,662,3990,5644,1111,0
371697,825,662,3990,5644,1111,0
371697,825,662,3990,5644,1111,0
371697,825,662,3990,5644,1111,2
390897,825,662,3990,5644,826,0
390897,825,662,3990,5644,826,0
201714,825,662,3990,5644,1111,2
201714,825,662,3990,5644,1111,0
85746,876,267,4644,8235,1110,0
119283,865,464,3637,5530,1029,0
194547,916,563,3462,2997,705,0
412659,866,1213,4255,1573,814,2
412659,866,1213,4255,1573,816,0
158451,866,1213,4255,1573,813,2
105972,866,1213,4255,1573,731,0
105972,866,1213,4255,1573,731,0
105972,866,1213,4255,1573,731,0
105972,866,1213,4255,1573,731,0
121332,954,407,4818,7606,626,0
121332,954,407,4818,7606,621,0
307701,802,1075,2692,6343,725,0
307701,802,1075,2692,6343,819,0
187893,825,662,3990,5644,820,0
413685,866,1213,4255,1573,713,0
289269,866,1213,4255,1573,817,0
307446,866,1213,4255,1573,826,0
205302,866,1213,4255,1573,806,0
247287,909,662,461,1859,922,0
51447,891,898,983,5508,616,0
51447,891,898,983,5508,616,3
51447,891,898,983,5508,617,0
51447,891,898,983,5508,617,0
51447,891,898,983,5508,617,0
51447,891,898,983,5508,617,2
51447,891,898,983,5508,620,0
51447,891,898,983,5508,623,0
51447,891,898,983,5508,913,0
118263,802,1075,2692,6343,809,0
323319,891,898,983,5508,617,0
323319,891,898,983,5508,617,0
390135,802,1075,2692,6343,629,0
64503,956,302,1324,2384,612,0
328695,866,1213,4255,1573,712,0
328695,866,1213,4255,1573,712,2
328695,866,1213,4255,1573,712,0
31479,891,898,983,5508,625,3
31479,891,898,983,5508,625,0
231672,879,737,875,773,818,0
36600,805,278,391,5314,827,0
114168,934,1438,2108,1793,527,0
383736,870,662,202,7614,723,0
126456,958,1098,1407,2833,1111,0
242937,891,898,983,5508,617,0
254202,866,1213,4255,1573,818,0
254202,866,1213,4255,1573,816,0
254202,866,1213,4255,1573,816,0
254202,866,1213,4255,1573,816,0
254202,866,1213,4255,1573,816,2
254202,866,1213,4255,1573,816,0
254202,866,1213,4255,1573,816,2
254202,866,1213,4255,1573,816,0
69882,857,1112,1110,2187,530,0
69882,857,1112,1110,2187,528,0
69882,857,1112,1110,2187,528,2
102651,891,898,983,5508,731,0
102651,891,898,983,5508,731,0
118779,916,563,3462,2997,930,0
123387,855,1228,1461,6220,521,0
74235,825,662,3990,5644,1105,0
75003,866,1213,4255,1573,825,0
75003,866,1213,4255,1573,824,0
75003,866,1213,4255,1573,824,2
75003,866,1213,4255,1573,824,2
75003,866,1213,4255,1573,824,2
75003,954,407,4818,7606,830,0
118524,866,1213,4255,1573,728,0
392700,802,1075,2692,6343,1014,0
269052,871,276,3255,7141,910,0
269052,871,276,3255,7141,910,0
269052,871,276,3255,7141,910,0
382461,954,407,4818,7606,823,0
382461,954,407,4818,7606,524,0
382461,954,407,4818,7606,524,0
382461,954,407,4818,7606,524,3
71421,889,1591,2993,5762,1008,0
334845,862,1389,1393,4705,1110,0
334845,862,1389,1393,4705,1111,0
413181,894,154,3098,5545,904,0
352509,838,1553,4061,3509,1110,0
352509,838,1553,4061,3509,1110,0
422397,862,1389,1393,4705,1111,0
422397,862,1389,1393,4705,1111,0
422397,862,1389,1393,4705,1111,0
303870,864,177,4033,4259,706,0
310782,866,1213,4255,1573,815,0
310782,866,1213,4255,1573,815,0
74238,822,407,4064,3424,701,0
416766,866,1213,4255,1573,710,0
222462,866,1213,4255,1573,827,3
222462,866,1213,4255,1573,827,0
222462,866,1213,4255,1573,731,0
222462,866,1213,4255,1573,731,0
222462,866,1213,4255,1573,713,0
222462,866,1213,4255,1573,927,0
305151,828,1577,1806,8282,621,0
50943,862,1389,1393,4705,1107,0
316416,860,1238,3491,3969,520,0
399360,919,1467,2217,3012,816,0
343296,802,1075,2692,6343,806,0
20736,866,1213,4255,1573,711,2
27648,866,1213,4255,1573,715,0
27648,866,1213,4255,1573,715,2
