user_id,merchant_id,label,kind
392352,4818,-1,train
326817,4644,-1,train
326817,4644,-1,train
326817,4644,-1,train
326817,4644,-1,train
326817,4644,-1,train
326817,4644,-1,train
326817,4644,-1,train
395682,4255,-1,train
4770,1907,-1,train
19362,202,-1,train
323235,2692,-1,train
330147,4255,-1,train
161187,232,-1,train
161187,232,-1,train
161187,232,-1,train
168612,202,-1,train
301476,4255,-1,train
53412,173,-1,train
53412,173,-1,train
224676,4818,-1,train
165285,4255,-1,train
165285,4255,-1,train
165285,4255,-1,train
165285,4255,-1,train
51621,202,-1,train
51621,2108,-1,train
56229,3990,-1,train
234918,4255,-1,train
307878,1393,0,train
307878,1393,0,train
22182,983,-1,train
66471,3990,-1,train
66471,3990,-1,train
11943,202,-1,train
11943,202,-1,train
11943,202,-1,train
11943,202,-1,train
11943,1078,-1,train
269481,2212,-1,train
11433,4255,-1,train
11433,4255,-1,train
11433,4255,-1,train
11433,4255,-1,train
11433,4255,-1,train
87465,4644,-1,train
354729,2116,-1,train
150186,2692,-1,train
286890,3990,-1,train
91818,983,-1,train
91818,983,-1,train
394668,983,-1,train
394668,983,-1,train
36525,4255,-1,train
36525,4255,-1,train
36525,4255,-1,train
36525,4255,-1,train
36525,4255,-1,train
29613,4255,-1,train
29613,4255,-1,train
29613,4255,-1,train
29613,4255,-1,train
29613,4255,-1,train
29613,4255,-1,train
97197,1407,-1,train
97197,1407,-1,train
97197,1407,-1,train
97197,1407,-1,train
362670,1393,-1,train
102318,4255,-1,train
282798,1393,-1,train
420783,4255,-1,train
228015,173,-1,train
323760,1110,-1,train
323760,1110,-1,train
323760,1110,-1,train
271536,4255,-1,train
156336,1078,-1,train
304305,3848,-1,train
370353,1393,-1,train
404145,4255,-1,train
404145,4255,-1,train
404145,4255,-1,train
404145,4255,-1,train
306354,1393,-1,train
392370,4818,-1,train
392370,4818,-1,train
261810,173,-1,train
77490,4255,-1,train
77490,4255,-1,train
77490,4255,-1,train
278706,4459,-1,train
211635,3058,-1,train
314037,4344,-1,train
135093,3462,-1,train
135093,3462,-1,train
142005,893,-1,train
143541,4255,-1,train
143541,4255,-1,train
143541,4255,-1,train
143541,4255,-1,train
38838,4255,-1,train
174006,4255,-1,train
403638,4255,-1,train
150198,1078,-1,train
419766,3877,-1,train
146103,983,-1,train
295608,4255,-1,train
59832,3990,-1,train
135096,1110,-1,train
15288,2217,-1,train
19128,173,-1,train
19128,173,-1,train
19128,173,-1,train
19128,173,-1,train
19128,173,-1,train
289464,471,-1,train
378297,3491,-1,train
93369,3462,-1,train
31929,4255,-1,train
31929,4255,-1,train
31929,4255,-1,train
31929,4255,-1,train
31929,4255,-1,train
31929,4255,-1,train
37818,1407,0,train
37818,1407,0,train
37818,1407,0,train
386490,4255,-1,train
386490,4255,-1,train
103611,3462,-1,train
103611,3462,-1,train
103611,3462,-1,train
103611,3462,-1,train
307899,4255,-1,train
307899,4255,-1,train
307899,4255,-1,train
307899,4255,-1,train
307899,4255,-1,train
307899,4255,-1,train
178875,1110,-1,train
320187,4255,-1,train
320187,4255,-1,train
320187,4255,-1,train
320187,4255,-1,train
699,3491,-1,train
80571,4064,-1,train
286395,2692,-1,train
286395,2692,-1,train
299964,3677,-1,train
391356,173,-1,train
78012,4255,-1,train
78012,4255,-1,train
78012,4255,-1,train
82620,2692,-1,train
302781,4818,-1,train
237501,2993,-1,train
237501,2993,-1,train
237501,2993,-1,train
404925,318,-1,train
419517,1078,-1,train
419517,1078,-1,train
188862,1393,-1,train
144831,1393,-1,train
163263,1393,-1,train
373440,2116,-1,train
375744,4255,-1,train
375744,4255,-1,train
101313,2116,-1,train
36033,4255,-1,train
79809,4255,-1,train
28353,4255,-1,train
28353,4255,-1,train
28353,4255,-1,train
28353,4255,-1,train
28353,4255,-1,train
28353,4255,-1,train
28353,4255,-1,train
28353,4255,-1,train
68034,2116,-1,train
211650,2692,-1,train
295107,4255,-1,train
169923,1110,-1,train
169923,1110,-1,train
169923,1110,-1,train
139971,3462,-1,train
97731,1078,-1,train
41412,461,-1,train
238788,4255,-1,train
238788,4255,-1,train
238788,4255,-1,train
238788,4255,-1,train
238788,4255,-1,train
56004,2099,0,train
161220,3990,-1,train
173253,4571,0,train
181701,67,-1,train
203205,1078,-1,train
203205,1078,-1,train
203205,1078,-1,train
203205,1078,-1,train
203205,1078,-1,train
77253,111,-1,train
293829,4525,-1,train
232134,4255,-1,train
136902,3462,-1,train
136902,3462,-1,train
96966,4818,-1,train
96966,4818,-1,train
96966,4818,-1,train
293574,4255,-1,train
293574,4255,-1,train
293574,4255,-1,train
293574,4255,-1,train
293574,4255,-1,train
293574,4255,-1,train
367815,3990,-1,train
40647,4255,-1,train
40647,4255,-1,train
40647,4255,-1,train
40647,4255,-1,train
40647,4255,-1,train
40647,4255,-1,train
40647,4255,-1,train
40647,4255,-1,train
16071,1078,-1,train
299208,4255,-1,train
315336,4255,-1,train
86472,983,-1,train
259017,983,-1,train
90825,3990,-1,train
247242,3462,-1,train
339402,1393,0,train
339402,1393,0,train
339402,1393,0,train
91338,1110,-1,train
209355,4644,-1,train
209355,4644,-1,train
180684,4255,-1,train
180684,4255,-1,train
197580,4509,-1,train
214476,4255,-1,train
18636,4255,-1,train
85452,3042,0,train
7629,3990,-1,train
148941,4255,-1,train
148941,4255,-1,train
148941,4255,-1,train
148941,4255,-1,train
148941,4255,-1,train
220365,173,-1,train
298446,983,-1,train
155598,4255,-1,train
155598,4255,-1,train
155598,4255,-1,train
155598,4255,-1,train
318927,2692,-1,train
387279,4255,-1,train
387279,4255,-1,train
387279,4255,-1,train
387279,4255,-1,train
321999,1110,-1,train
196047,1393,0,train
196047,1393,0,train
196047,1393,0,train
333519,3462,-1,train
333519,3462,-1,train
27087,3462,-1,train
104400,2170,-1,train
251856,390,-1,train
125136,4255,-1,train
152016,4255,-1,train
152016,4255,-1,train
27600,1110,-1,train
239313,3462,-1,train
239313,3462,-1,train
239313,3462,-1,train
239313,3462,-1,train
311505,974,-1,train
120273,1324,-1,train
324306,4255,-1,train
324306,4255,-1,train
324306,4255,-1,train
324306,4255,-1,train
324306,4255,-1,train
69330,4255,-1,train
69330,4255,-1,train
69330,4255,-1,train
69330,4255,-1,train
69330,4255,-1,train
69330,4255,-1,train
69330,4255,-1,train
69330,4255,-1,train
69330,4255,-1,train
69330,4255,-1,train
69330,4255,-1,train
69330,4255,-1,train
69330,4255,-1,train
69330,4255,-1,train
206034,1110,-1,train
409299,4459,-1,train
282579,1407,0,train
107988,1078,-1,train
263124,4255,-1,train
355284,1393,-1,train
374229,2476,-1,train
374229,2476,-1,train
374229,2476,-1,train
191445,1393,-1,train
351189,1407,1,train
101334,2116,-1,train
101334,2116,-1,train
101334,2116,-1,train
101334,2116,-1,train
101334,2116,-1,train
49110,4255,-1,train
116694,202,-1,train
260310,232,-1,train
271062,1407,-1,train
389847,4255,-1,train
389847,4255,-1,train
389847,4255,-1,train
389847,4255,-1,train
389847,4255,-1,train
389847,4255,-1,train
389847,4255,-1,train
389847,4255,-1,train
389847,4255,-1,train
406743,3462,-1,train
219351,4255,-1,train
90327,1110,-1,train
355287,3058,-1,train
355287,3058,-1,train
355287,3058,-1,train
355287,3058,-1,train
355287,3058,-1,train
388824,3462,-1,train
325848,202,-1,train
260568,471,-1,train
13272,1393,0,train
13272,1393,0,train
13272,1393,0,train
159192,2217,-1,train
159192,2217,-1,train
189657,173,-1,train
189657,173,-1,train
189657,173,-1,train
397785,983,-1,train
36570,3058,-1,train
373467,4441,-1,train
373467,4441,-1,train
373467,4441,-1,train
373467,4441,-1,train
373467,4441,-1,train
373467,4441,-1,train
373467,4441,-1,train
373467,4441,-1,train
373467,4441,-1,train
373467,4441,-1,train
401115,1407,-1,train
273627,202,-1,train
423387,983,-1,train
293595,4064,-1,train
293595,4064,-1,train
293595,4064,-1,train
293595,4064,-1,train
293595,4064,-1,train
293595,4064,-1,train
284892,4255,-1,train
284892,4255,-1,train
319197,4255,-1,train
319197,4255,-1,train
319197,4255,-1,train
319197,4255,-1,train
319197,4255,-1,train
319197,4255,-1,train
319197,4255,-1,train
319197,4255,-1,train
319197,4255,-1,train
319197,4255,-1,train
287709,1393,-1,train
287709,1393,-1,train
287709,1393,-1,train
249054,1393,-1,train
90846,4255,-1,train
96222,1078,-1,train
96222,1078,-1,train
232671,4255,-1,train
232671,4255,-1,train
232671,4255,-1,train
232671,4255,-1,train
232671,4255,-1,train
232671,4255,-1,train
232671,4255,-1,train
232671,4255,-1,train
232671,4255,-1,train
232671,4255,-1,train
267231,4255,-1,train
5343,4255,-1,train
312288,3990,-1,train
324576,4255,-1,train
324576,4255,-1,train
344544,1110,-1,train
232929,4255,-1,train
368097,3990,-1,train
58593,4255,-1,train
33762,606,-1,train
191715,1078,-1,train
191715,1078,-1,train
191715,1078,-1,train
191715,1078,-1,train
69603,983,-1,train
69603,983,-1,train
69603,983,-1,train
69603,983,-1,train
69603,983,-1,train
69603,983,-1,train
69603,983,-1,train
69603,983,-1,train
135651,983,-1,train
265188,1110,-1,train
414948,1078,-1,train
414948,1078,-1,train
28644,202,-1,train
367845,4255,-1,train
367845,4255,-1,train
367845,4255,-1,train
183525,1393,-1,train
397797,4255,-1,train
375270,3560,-1,train
375270,3560,-1,train
323046,2692,-1,train
323046,2692,-1,train
395238,4255,-1,train
395238,4255,-1,train
395238,4255,-1,train
395238,4255,-1,train
308199,983,-1,train
225255,4811,-1,train
384744,4255,-1,train
384744,4255,-1,train
384744,4255,-1,train
384744,4255,-1,train
266472,3637,-1,train
300777,1110,-1,train
300777,1110,-1,train
392682,4255,-1,train
392682,4255,-1,train
392682,4255,-1,train
392682,4255,-1,train
211434,1393,-1,train
173547,2116,-1,train
49899,3990,-1,train
49899,3990,-1,train
181995,202,-1,train
316395,1407,-1,train
340971,983,-1,train
262380,4818,-1,train
411372,1393,0,train
182253,2116,-1,train
182253,1393,-1,train
209901,2116,-1,train
348141,3990,-1,train
348141,3990,-1,train
52974,4061,0,train
150510,1473,-1,train
353262,1078,-1,train
353262,1078,-1,train
261615,4255,-1,train
5871,2116,-1,train
5871,2116,-1,train
5871,2116,-1,train
202479,4255,-1,train
202479,4255,-1,train
202479,4255,-1,train
202479,4255,-1,train
202479,4255,-1,train
202479,4255,-1,train
202479,4255,-1,train
202479,4255,-1,train
202479,4255,-1,train
202479,4255,-1,train
202479,4255,-1,train
270063,4255,-1,train
270063,4255,-1,train
211695,4255,-1,train
373488,983,-1,train
262128,4715,-1,train
262128,4715,-1,train
262128,4715,-1,train
401136,1393,-1,train
371697,3990,1,train
371697,3990,1,train
371697,3990,1,train
371697,3990,1,train
371697,3990,1,train
390897,3990,-1,train
390897,3990,-1,train
201714,3990,0,train
201714,3990,0,train
85746,4644,-1,train
119283,3637,-1,train
194547,3462,-1,train
412659,4255,-1,train
412659,4255,-1,train
158451,4255,-1,train
105972,4255,-1,train
105972,4255,-1,train
105972,4255,-1,train
105972,4255,-1,train
121332,4818,-1,train
121332,4818,-1,train
307701,2692,-1,train
307701,2692,-1,train
187893,3990,-1,train
413685,4255,-1,train
289269,4255,-1,train
307446,4255,-1,train
205302,4255,-1,train
247287,461,-1,train
51447,983,-1,train
51447,983,-1,train
51447,983,-1,train
51447,983,-1,train
51447,983,-1,train
51447,983,-1,train
51447,983,-1,train
51447,983,-1,train
51447,983,-1,train
118263,2692,-1,train
323319,983,-1,train
323319,983,-1,train
390135,2692,-1,train
64503,1324,-1,train
328695,4255,-1,train
328695,4255,-1,train
328695,4255,-1,train
31479,983,-1,train
31479,983,-1,train
231672,875,-1,train
36600,391,-1,train
114168,2108,-1,train
383736,202,-1,train
126456,1407,-1,train
242937,983,-1,train
254202,4255,-1,train
254202,4255,-1,train
254202,4255,-1,train
254202,4255,-1,train
254202,4255,-1,train
254202,4255,-1,train
254202,4255,-1,train
254202,4255,-1,train
69882,1110,-1,train
69882,1110,-1,train
69882,1110,-1,train
102651,983,-1,train
102651,983,-1,train
118779,3462,-1,train
123387,1461,-1,train
74235,3990,0,train
75003,4255,-1,train
75003,4255,-1,train
75003,4255,-1,train
75003,4255,-1,train
75003,4255,-1,train
75003,4818,-1,train
118524,4255,-1,train
392700,2692,-1,train
269052,3255,-1,train
269052,3255,-1,train
269052,3255,-1,train
382461,4818,-1,train
382461,4818,-1,train
382461,4818,-1,train
382461,4818,-1,train
71421,2993,-1,train
334845,1393,-1,train
334845,1393,-1,train
413181,3098,-1,train
352509,4061,0,train
352509,4061,0,train
422397,1393,-1,train
422397,1393,-1,train
422397,1393,-1,train
303870,4033,-1,train
310782,4255,-1,train
310782,4255,-1,train
74238,4064,-1,train
416766,4255,-1,train
222462,4255,-1,train
222462,4255,-1,train
222462,4255,-1,train
222462,4255,-1,train
222462,4255,-1,train
222462,4255,-1,train
305151,1806,-1,train
50943,1393,-1,train
316416,3491,-1,train
399360,2217,-1,train
343296,2692,-1,train
20736,4255,-1,train
27648,4255,-1,train
27648,4255,-1,train
33537,4255,-1,train
391425,616,-1,train
217857,4255,-1,train
217857,4255,-1,train
6402,202,-1,train
95490,2116,-1,train
95490,2116,-1,train
95490,2116,-1,train
95490,2116,-1,train
95490,2116,-1,train
95490,2116,-1,train
95490,2116,-1,train
231171,4255,-1,train
314115,4255,-1,train
268035,4255,-1,train
268035,4255,-1,train
268035,4255,-1,train
268035,4255,-1,train
268035,4255,-1,train
268035,4255,-1,train
268035,4255,-1,train
268035,4255,-1,train
268035,4255,-1,train
268035,4255,-1,train
268035,4255,-1,train
268035,4255,-1,train
268035,4255,-1,train
339204,1078,-1,train
339204,1078,-1,train
339204,1078,-1,train
419076,3058,-1,train
355332,983,-1,train
34566,2217,-1,train
239622,232,-1,train
239622,232,-1,train
239622,232,-1,train
239622,232,-1,train
239622,232,-1,train
239622,232,-1,train
239622,232,-1,train
319239,2217,-1,train
319239,2217,-1,train
319239,2217,-1,train
402951,1544,-1,train
82695,4255,-1,train
34056,4255,-1,train
387081,1544,-1,train
282378,4061,-1,train
226314,4064,-1,train
328971,983,-1,train
216843,4255,-1,train
109836,1393,-1,train
110604,4255,-1,train
184332,3677,-1,train
320268,1461,-1,train
320268,1461,-1,train
320268,1461,-1,train
320268,1461,-1,train
320268,1461,-1,train
320268,1461,-1,train
320268,1461,-1,train
320268,1461,-1,train
320268,1461,-1,train
320268,1461,-1,train
320268,1461,-1,train
8460,3280,-1,train
136461,4255,-1,train
136461,4255,-1,train
136461,4255,-1,train
136461,4255,-1,train
136461,4255,-1,train
75021,4061,-1,train
343821,1393,-1,train
283149,3990,-1,train
216846,4255,-1,train
90126,3990,-1,train
304911,4255,-1,train
304911,4255,-1,train
304911,4255,-1,train
304911,4255,-1,train
304911,4255,-1,train
304911,4255,-1,train
304911,4255,-1,train
304911,4255,-1,train
304911,4255,-1,train
304911,4255,-1,train
304911,4255,-1,train
304911,4255,-1,train
304911,4255,-1,train
304911,4255,-1,train
304911,4255,-1,train
304911,4255,-1,train
304911,4255,-1,train
304911,4255,-1,train
304911,4255,-1,train
304911,4255,-1,train
304911,4255,-1,train
182799,2692,-1,train
182799,3990,-1,train
261135,2217,-1,train
85263,2116,-1,train
421647,1110,-1,train
421647,1110,-1,train
44304,351,0,train
112656,3847,-1,train
249873,4255,-1,train
322065,4255,-1,train
336657,3990,-1,train
282129,4255,-1,train
282129,4255,-1,train
282129,4255,-1,train
282129,4255,-1,train
382482,2692,-1,train
258066,4255,-1,train
258066,4255,-1,train
258066,4255,-1,train
258066,4255,-1,train
258066,4255,-1,train
245523,3990,-1,train
225555,4255,-1,train
293139,232,-1,train
338196,2692,-1,train
144660,3990,-1,train
290580,202,-1,train
41493,3536,-1,train
146709,173,-1,train
177174,3990,-1,train
177174,3990,-1,train
177174,3990,-1,train
422166,202,-1,train
177687,3462,-1,train
389655,4255,-1,train
389655,4255,-1,train
326679,4255,-1,train
326679,4255,-1,train
326679,4255,-1,train
326679,4255,-1,train
326679,4255,-1,train
326679,4255,-1,train
136215,2116,-1,train
385560,461,-1,train
202776,2692,-1,train
321561,465,-1,train
127257,3462,-1,train
28185,1078,-1,train
254490,4255,-1,train
193818,1407,-1,train
411162,1078,-1,train
289050,974,-1,train
159258,4255,-1,train
159258,4255,-1,train
159258,4255,-1,train
159258,4255,-1,train
160794,4255,-1,train
324123,1407,0,train
324123,1407,0,train
324123,1407,0,train
324123,1407,0,train
324123,1407,0,train
324123,1407,0,train
324123,1407,0,train
128028,4255,-1,train
99870,4243,-1,train
412446,4255,-1,train
412446,4255,-1,train
412446,4255,-1,train
238623,1393,-1,train
308511,3990,-1,train
381471,4255,-1,train
381471,4255,-1,train
381471,4255,-1,train
381471,4255,-1,train
381471,4255,-1,train
381471,4255,-1,train
1311,4255,-1,train
1311,4255,-1,train
1311,4255,-1,train
333087,3491,-1,train
162591,3990,-1,train
59424,4255,-1,train
193824,4255,-1,train
193824,4255,-1,train
193824,4255,-1,train
131616,1125,-1,train
164385,3990,-1,train
299553,173,-1,train
37665,1078,-1,train
189729,3990,-1,train
189729,3990,-1,train
189729,3990,-1,train
189729,3990,-1,train
189729,3990,-1,train
189729,3990,-1,train
189729,3990,-1,train
66849,2692,-1,train
315426,4255,-1,train
315426,4255,-1,train
315426,4255,-1,train
419874,1393,0,train
385059,4255,-1,train
385059,4255,-1,train
385059,4255,-1,train
385059,4255,-1,train
385059,4255,-1,train
385059,4255,-1,train
127011,4255,-1,train
127011,4255,-1,train
127011,4255,-1,train
127011,4255,-1,train
127011,4255,-1,train
127011,4255,-1,train
269091,4255,-1,train
81699,1393,-1,train
304932,4255,-1,train
358692,4850,0,train
358692,4850,0,train
358692,4850,0,train
358692,4850,0,train
358692,4850,0,train
358692,4850,0,train
366117,4187,-1,train
366117,4187,-1,train
244005,1393,-1,train
52773,4255,-1,train
253989,4255,-1,train
253989,4255,-1,train
253989,4255,-1,train
253989,4255,-1,train
203301,1461,-1,train
21285,4064,-1,train
290853,1554,-1,train
291621,4818,-1,train
45606,1192,-1,train
183078,4255,-1,train
183078,4255,-1,train
183078,4255,-1,train
183078,4255,-1,train
183078,4255,-1,train
183078,4255,-1,train
183078,4255,-1,train
183078,4255,-1,train
183078,4255,-1,train
183078,4255,-1,train
358182,4255,-1,train
165927,3058,-1,train
303399,3462,-1,train
303399,3462,-1,train
281895,3990,-1,train
324393,3990,-1,train
342057,4255,-1,train
151338,4255,-1,train
151338,4255,-1,train
89898,4850,-1,train
361515,4255,-1,train
83499,173,-1,train
220971,4255,-1,train
353067,4255,-1,train
385068,3990,-1,train
340524,3990,-1,train
46125,390,1,train
319533,4255,-1,train
319533,4255,-1,train
319533,4255,-1,train
319533,4255,-1,train
319533,4255,-1,train
319533,4255,-1,train
319533,4255,-1,train
319533,4255,-1,train
319533,4255,-1,train
236334,2116,-1,train
313902,4255,-1,train
313902,4255,-1,train
313902,4255,-1,train
313902,4255,-1,train
313902,4255,-1,train
313902,4255,-1,train
313902,4255,-1,train
65838,4850,0,train
71982,4745,-1,train
152622,4715,-1,train
152622,4715,-1,train
152622,4715,-1,train
303663,232,-1,train
183855,2116,-1,train
216879,1393,-1,train
216879,1393,-1,train
216879,1393,-1,train
262704,3462,-1,train
330288,3491,-1,train
205104,4255,-1,train
205104,4255,-1,train
205104,4255,-1,train
205104,4255,-1,train
205104,4255,-1,train
292656,1110,-1,train
363570,3584,-1,train
298290,3491,-1,train
307506,4255,-1,train
314418,1461,-1,train
314418,1461,-1,train
314418,1461,-1,train
314418,1461,-1,train
314418,1461,-1,train
226866,4255,-1,train
244275,1393,-1,train
255027,974,-1,train
190515,3491,-1,train
138804,461,-1,train
270900,4255,-1,train
270900,4255,-1,train
270900,4255,-1,train
412212,1078,-1,train
85044,4509,-1,train
88884,2692,-1,train
1845,1078,-1,train
1845,1078,-1,train
329781,1544,-1,train
199221,1393,-1,train
47415,4255,-1,train
47415,4255,-1,train
120375,232,-1,train
186423,606,-1,train
204087,983,-1,train
275511,1078,-1,train
28215,691,-1,train
422967,1461,-1,train
422967,1461,-1,train
363576,983,-1,train
341304,983,-1,train
25656,1393,-1,train
27960,1078,-1,train
292920,3990,-1,train
236601,4255,-1,train
184377,4571,-1,train
258105,3462,-1,train
258105,3462,-1,train
258105,3462,-1,train
258105,3462,-1,train
423225,1078,-1,train
32313,1125,-1,train
41274,4243,-1,train
44346,4255,-1,train
328506,461,-1,train
344634,4255,-1,train
158778,4255,-1,train
158778,4255,-1,train
158778,4255,-1,train
158778,4255,-1,train
158778,4255,-1,train
295995,3990,-1,train
311355,1078,-1,train
392763,3990,-1,train
392763,3990,-1,train
88635,4255,-1,train
230973,1352,-1,train
171837,2217,-1,train
50493,4255,-1,train
50493,4255,-1,train
50493,4255,-1,train
50493,4255,-1,train
60477,983,-1,train
60477,983,-1,train
170814,4061,-1,train
170814,4061,-1,train
170814,4061,-1,train
170814,4061,-1,train
170814,4061,-1,train
170814,3491,-1,train
2622,4818,-1,train
7230,2116,-1,train
418110,1078,-1,train
231999,3990,-1,train
231999,3990,-1,train
43839,1393,-1,train
96831,4255,-1,train
399168,1078,-1,train
15936,1028,-1,train
25920,4255,-1,train
25920,4255,-1,train
25920,4255,-1,train
25920,4255,-1,train
25920,4255,-1,train
130113,983,-1,train
343617,4255,-1,train
343617,4255,-1,train
343617,4255,-1,train
282945,4818,-1,train
139074,3990,-1,train
277314,202,-1,train
30786,2692,-1,train
379203,3462,-1,train
124227,1110,-1,train
124227,1110,-1,train
124227,1110,-1,train
124227,1110,-1,train
323139,4768,-1,train
201795,4255,-1,train
201795,4255,-1,train
201795,4255,-1,train
99396,2692,-1,train
99396,2692,-1,train
99396,2692,-1,train
112965,4255,-1,train
271941,3848,-1,train
253254,4255,-1,train
280134,3462,-1,train
18246,232,-1,train
259143,4064,-1,train
196935,4459,-1,train
196935,4459,-1,train
311112,1110,-1,train
411720,4255,-1,train
411720,4255,-1,train
411720,4255,-1,train
115017,4255,-1,train
115017,4255,-1,train
115017,4255,-1,train
115017,4255,-1,train
383817,2692,-1,train
254025,1393,-1,train
362058,3058,-1,train
38475,4818,-1,train
175692,4255,-1,train
175692,4255,-1,train
175692,4255,-1,train
175692,4255,-1,train
380748,4255,-1,train
71244,3058,-1,train
84300,1407,1,train
84300,1407,1,train
84300,1407,1,train
285516,4818,-1,train
285516,4818,-1,train
120141,4622,-1,train
257613,2692,-1,train
11853,3350,-1,train
348237,189,-1,train
299598,4255,-1,train
299598,4255,-1,train
299598,4255,-1,train
299598,4255,-1,train
299598,4255,-1,train
299598,4255,-1,train
299598,4255,-1,train
299598,4255,-1,train
52302,4255,-1,train
317262,3677,-1,train
126030,893,-1,train
336462,4255,-1,train
148302,1110,-1,train
148302,1110,-1,train
291918,1407,-1,train
291918,1407,-1,train
326223,4255,-1,train
326223,4255,-1,train
326223,4255,-1,train
326223,4255,-1,train
326223,4255,-1,train
326223,4255,-1,train
405327,1125,-1,train
16719,983,-1,train
16719,983,-1,train
16719,983,-1,train
16719,983,-1,train
224079,2116,-1,train
224079,2116,-1,train
161103,465,-1,train
205392,2217,-1,train
30288,1393,-1,train
30288,1393,-1,train
30288,1393,-1,train
30288,1393,-1,train
30288,1393,-1,train
30288,1393,-1,train
30288,1393,-1,train
170577,2116,-1,train
380241,4255,-1,train
69969,1110,-1,train
32337,4255,-1,train
32337,4255,-1,train
187986,4255,-1,train
337746,1393,-1,train
208722,4255,-1,train
400467,4255,-1,train
405588,4061,-1,train
405588,4061,-1,train
405588,4061,-1,train
405588,4061,-1,train
106581,4061,-1,train
42069,1393,-1,train
163413,4064,-1,train
49494,974,-1,train
180822,4255,-1,train
180822,4255,-1,train
319062,1407,-1,train
326742,4255,-1,train
283734,2217,-1,train
294486,1393,-1,train
98391,4945,-1,train
230487,1393,-1,train
364119,4459,-1,train
246615,2692,-1,train
311385,2692,-1,train
